call_id,call_datetime,call_date,call_time,direction,status,duration_sec,duration_fmt,account_id,delinquency_bucket,agent_id,agent_name,agent_type,sentiment,ptp_outcome,ptp_amount_sar,latency_ms,call_score
CL-8146,2026-03-04 10:00:36,2026-03-04,10:00:36,Outbound,FINISHED,28,0m 28s,WAT-002981,Write-off,AGT-024,Mohammed Al-Zahrani,Human,Neutral,No PTP,0,1877,6.3
CL-8129,2026-03-04 10:23:16,2026-03-04,10:23:16,Web,USER DID NOT ANSWER,0,0s,WAT-006551,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,2865,
CL-8161,2026-03-04 10:51:02,2026-03-04,10:51:02,Outbound,DECLINED BY USER,44,0m 44s,WAT-009956,31-60 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1412,
CL-8162,2026-03-04 11:20:36,2026-03-04,11:20:36,Outbound,FINISHED,53,0m 53s,WAT-009104,1-30 DPD,AI-BOT,AI Voice Bot,AI,Neutral,Refused,0,669,7.3
CL-8158,2026-03-04 11:42:22,2026-03-04,11:42:22,Outbound,DECLINED BY USER,28,0m 28s,WAT-002338,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1978,
CL-8130,2026-03-04 11:55:01,2026-03-04,11:55:01,Outbound,FINISHED,78,1m 18s,WAT-005710,31-60 DPD,AI-BOT,AI Voice Bot,AI,Neutral,PTP Captured,926500,1656,7.1
CL-8131,2026-03-04 12:14:53,2026-03-04,12:14:53,Outbound,FINISHED,16,0m 16s,WAT-002874,1-30 DPD,AGT-021,Bandar Al-Qahtani,Human,Negative,PTP Captured,1102900,2565,3.3
CL-8150,2026-03-04 12:34:49,2026-03-04,12:34:49,Outbound,FINISHED,74,1m 14s,WAT-008574,1-30 DPD,AGT-003,Khaled Al-Otaibi,Human,Negative,PTP Captured,1330700,1885,3.0
CL-8134,2026-03-04 12:48:06,2026-03-04,12:48:06,Outbound,NO CUSTOMER SPEECH,36,0m 36s,WAT-009995,1-30 DPD,AGT-012,Nora Al-Khalid,Human,N/A,No Contact,0,3639,
CL-8142,2026-03-04 13:23:49,2026-03-04,13:23:49,Outbound,USER DID NOT ANSWER,0,0s,WAT-003241,61-90 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,4046,
CL-8135,2026-03-04 13:32:32,2026-03-04,13:32:32,Outbound,USER DID NOT ANSWER,0,0s,WAT-001647,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,4393,
CL-8145,2026-03-04 13:43:39,2026-03-04,13:43:39,Outbound,NO CUSTOMER SPEECH,32,0m 32s,WAT-002957,61-90 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,2707,
CL-8167,2026-03-04 13:46:21,2026-03-04,13:46:21,Outbound,DECLINED BY USER,18,0m 18s,WAT-007683,61-90 DPD,AGT-024,Mohammed Al-Zahrani,Human,N/A,No Contact,0,10875,
CL-8153,2026-03-04 14:20:54,2026-03-04,14:20:54,Outbound,USER DID NOT ANSWER,0,0s,WAT-008959,31-60 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,208,
CL-8133,2026-03-04 15:04:06,2026-03-04,15:04:06,Outbound,DECLINED BY USER,37,0m 37s,WAT-000951,31-60 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,2159,
CL-8152,2026-03-04 15:09:11,2026-03-04,15:09:11,Outbound,DECLINED BY USER,25,0m 25s,WAT-008051,31-60 DPD,AGT-008,Hessa Al-Ghamdi,Human,N/A,No Contact,0,2370,
CL-8163,2026-03-04 16:05:16,2026-03-04,16:05:16,Outbound,NO CUSTOMER SPEECH,29,0m 29s,WAT-000140,NPA,AGT-012,Nora Al-Khalid,Human,N/A,No Contact,0,954,
CL-8157,2026-03-04 16:08:56,2026-03-04,16:08:56,Outbound,FINISHED,94,1m 34s,WAT-000274,61-90 DPD,AI-BOT,AI Voice Bot,AI,Positive,No PTP,0,1932,9.3
CL-8165,2026-03-04 16:26:12,2026-03-04,16:26:12,Outbound,DECLINED BY USER,22,0m 22s,WAT-006860,31-60 DPD,AGT-007,Faisal Al-Rashidi,Human,N/A,No Contact,0,2141,
CL-8159,2026-03-04 16:38:22,2026-03-04,16:38:22,Outbound,USER DID NOT ANSWER,0,0s,WAT-002278,61-90 DPD,AGT-003,Khaled Al-Otaibi,Human,N/A,No Contact,0,2174,
CL-8132,2026-03-04 16:42:50,2026-03-04,16:42:50,Outbound,USER DID NOT ANSWER,0,0s,WAT-004516,61-90 DPD,AGT-012,Nora Al-Khalid,Human,N/A,No Contact,0,2412,
CL-8148,2026-03-04 16:58:57,2026-03-04,16:58:57,Outbound,FINISHED,21,0m 21s,WAT-006645,1-30 DPD,AGT-024,Mohammed Al-Zahrani,Human,Neutral,No PTP,0,688,4.0
CL-8143,2026-03-04 17:41:04,2026-03-04,17:41:04,Outbound,NO CUSTOMER SPEECH,36,0m 36s,WAT-008194,31-60 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,2276,
CL-8144,2026-03-04 17:56:59,2026-03-04,17:56:59,Outbound,FINISHED,33,0m 33s,WAT-003274,Write-off,AGT-024,Mohammed Al-Zahrani,Human,Positive,PTP Captured,371400,715,8.8
CL-8136,2026-03-04 18:22:12,2026-03-04,18:22:12,Outbound,FINISHED,63,1m 3s,WAT-002923,1-30 DPD,AGT-024,Mohammed Al-Zahrani,Human,Negative,PTP Captured,131200,2868,3.9
CL-8151,2026-03-04 19:05:08,2026-03-04,19:05:08,Outbound,NO CUSTOMER SPEECH,34,0m 34s,WAT-005872,Write-off,AGT-012,Nora Al-Khalid,Human,N/A,No Contact,0,955,
CL-8156,2026-03-04 19:20:18,2026-03-04,19:20:18,Outbound,FINISHED,198,3m 18s,WAT-007827,1-30 DPD,AGT-008,Hessa Al-Ghamdi,Human,Neutral,PTP Captured,244100,1538,5.4
CL-8140,2026-03-04 19:29:43,2026-03-04,19:29:43,Outbound,FINISHED,20,0m 20s,WAT-008593,Write-off,AGT-003,Khaled Al-Otaibi,Human,Negative,No PTP,0,728,3.8
CL-8138,2026-03-04 19:29:59,2026-03-04,19:29:59,Outbound,NO CUSTOMER SPEECH,28,0m 28s,WAT-006900,61-90 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,2535,
CL-8147,2026-03-04 19:42:10,2026-03-04,19:42:10,Outbound,DECLINED BY USER,16,0m 16s,WAT-000814,1-30 DPD,AGT-008,Hessa Al-Ghamdi,Human,N/A,No Contact,0,848,
CL-8149,2026-03-04 19:57:31,2026-03-04,19:57:31,Outbound,USER DID NOT ANSWER,0,0s,WAT-009891,31-60 DPD,AGT-024,Mohammed Al-Zahrani,Human,N/A,No Contact,0,3656,
CL-8154,2026-03-04 20:28:11,2026-03-04,20:28:11,Outbound,USER DID NOT ANSWER,0,0s,WAT-002456,61-90 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1887,
CL-8155,2026-03-04 20:31:38,2026-03-04,20:31:38,Outbound,DECLINED BY USER,38,0m 38s,WAT-005403,Write-off,AGT-011,Turki Al-Harbi,Human,N/A,No Contact,0,1014,
CL-8139,2026-03-04 20:41:56,2026-03-04,20:41:56,Outbound,USER DID NOT ANSWER,0,0s,WAT-006843,1-30 DPD,AGT-008,Hessa Al-Ghamdi,Human,N/A,No Contact,0,1585,
CL-8164,2026-03-04 20:47:30,2026-03-04,20:47:30,Outbound,USER DID NOT ANSWER,0,0s,WAT-005857,1-30 DPD,AGT-003,Khaled Al-Otaibi,Human,N/A,No Contact,0,1989,
CL-8160,2026-03-04 20:55:54,2026-03-04,20:55:54,Outbound,NO CUSTOMER SPEECH,42,0m 42s,WAT-006690,Write-off,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,26025,
CL-8137,2026-03-04 20:56:45,2026-03-04,20:56:45,Outbound,FINISHED,32,0m 32s,WAT-003551,1-30 DPD,AI-BOT,AI Voice Bot,AI,Neutral,PTP Captured,512900,1574,6.1
CL-8185,2026-03-05 08:03:38,2026-03-05,08:03:38,Outbound,FINISHED,103,1m 43s,WAT-000806,Write-off,AI-BOT,AI Voice Bot,AI,Positive,No PTP,0,901,8.4
CL-8194,2026-03-05 08:06:42,2026-03-05,08:06:42,Outbound,NO CUSTOMER SPEECH,14,0m 14s,WAT-006378,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,4426,
CL-8192,2026-03-05 08:20:00,2026-03-05,08:20:00,Outbound,USER DID NOT ANSWER,0,0s,WAT-000773,61-90 DPD,AGT-012,Nora Al-Khalid,Human,N/A,No Contact,0,1715,
CL-8182,2026-03-05 08:38:14,2026-03-05,08:38:14,Outbound,USER DID NOT ANSWER,0,0s,WAT-002659,Write-off,AGT-003,Khaled Al-Otaibi,Human,N/A,No Contact,0,4139,
CL-8177,2026-03-05 08:39:32,2026-03-05,08:39:32,Outbound,FINISHED,15,0m 15s,WAT-006387,Write-off,AGT-012,Nora Al-Khalid,Human,Positive,Refused,0,848,9.8
CL-8189,2026-03-05 08:43:29,2026-03-05,08:43:29,Outbound,FINISHED,118,1m 58s,WAT-002254,31-60 DPD,AI-BOT,AI Voice Bot,AI,Neutral,PTP Captured,866800,3147,7.2
CL-8183,2026-03-05 09:29:50,2026-03-05,09:29:50,Outbound,USER DID NOT ANSWER,0,0s,WAT-009465,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,4009,
CL-8187,2026-03-05 09:40:58,2026-03-05,09:40:58,Outbound,NO CUSTOMER SPEECH,14,0m 14s,WAT-003151,61-90 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1734,
CL-8184,2026-03-05 09:47:00,2026-03-05,09:47:00,Outbound,DECLINED BY USER,36,0m 36s,WAT-002293,31-60 DPD,AGT-008,Hessa Al-Ghamdi,Human,N/A,No Contact,0,7038,
CL-8168,2026-03-05 09:56:03,2026-03-05,09:56:03,Outbound,USER DID NOT ANSWER,0,0s,WAT-001811,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1321,
CL-8173,2026-03-05 10:13:09,2026-03-05,10:13:09,Outbound,DECLINED BY USER,21,0m 21s,WAT-008600,1-30 DPD,AGT-011,Turki Al-Harbi,Human,N/A,No Contact,0,3574,
CL-8212,2026-03-05 10:16:02,2026-03-05,10:16:02,Outbound,USER DID NOT ANSWER,0,0s,WAT-006030,31-60 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1141,
CL-8179,2026-03-05 11:04:34,2026-03-05,11:04:34,Outbound,USER DID NOT ANSWER,0,0s,WAT-005564,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,4609,
CL-8169,2026-03-05 11:31:37,2026-03-05,11:31:37,Outbound,NO CUSTOMER SPEECH,42,0m 42s,WAT-003504,NPA,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,2044,
CL-8204,2026-03-05 11:36:28,2026-03-05,11:36:28,Outbound,USER DID NOT ANSWER,0,0s,WAT-005940,1-30 DPD,AGT-024,Mohammed Al-Zahrani,Human,N/A,No Contact,0,1284,
CL-8207,2026-03-05 12:14:36,2026-03-05,12:14:36,Outbound,NO CUSTOMER SPEECH,43,0m 43s,WAT-001961,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,2197,
CL-8180,2026-03-05 12:16:46,2026-03-05,12:16:46,Outbound,FINISHED,48,0m 48s,WAT-005889,31-60 DPD,AI-BOT,AI Voice Bot,AI,Positive,Refused,0,9217,7.5
CL-8174,2026-03-05 12:20:54,2026-03-05,12:20:54,Outbound,USER DID NOT ANSWER,0,0s,WAT-008624,1-30 DPD,AGT-012,Nora Al-Khalid,Human,N/A,No Contact,0,854,
CL-8186,2026-03-05 12:26:04,2026-03-05,12:26:04,Outbound,DECLINED BY USER,10,0m 10s,WAT-009165,1-30 DPD,AGT-003,Khaled Al-Otaibi,Human,N/A,No Contact,0,3170,
CL-8190,2026-03-05 12:30:16,2026-03-05,12:30:16,Outbound,DECLINED BY USER,42,0m 42s,WAT-002304,31-60 DPD,AGT-003,Khaled Al-Otaibi,Human,N/A,No Contact,0,2443,
CL-8170,2026-03-05 12:30:18,2026-03-05,12:30:18,Outbound,FINISHED,113,1m 53s,WAT-006389,NPA,AGT-003,Khaled Al-Otaibi,Human,Neutral,Refused,0,1814,6.4
CL-8210,2026-03-05 12:51:49,2026-03-05,12:51:49,Outbound,USER DID NOT ANSWER,0,0s,WAT-001802,31-60 DPD,AGT-003,Khaled Al-Otaibi,Human,N/A,No Contact,0,2338,
CL-8199,2026-03-05 13:03:14,2026-03-05,13:03:14,Outbound,NO CUSTOMER SPEECH,12,0m 12s,WAT-003218,Write-off,AGT-008,Hessa Al-Ghamdi,Human,N/A,No Contact,0,501,
CL-8205,2026-03-05 13:10:54,2026-03-05,13:10:54,Outbound,NO CUSTOMER SPEECH,9,0m 9s,WAT-007932,31-60 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1570,
CL-8176,2026-03-05 13:39:32,2026-03-05,13:39:32,Outbound,NO CUSTOMER SPEECH,30,0m 30s,WAT-001428,1-30 DPD,AGT-007,Faisal Al-Rashidi,Human,N/A,No Contact,0,631,
CL-8196,2026-03-05 14:22:46,2026-03-05,14:22:46,Outbound,DECLINED BY USER,11,0m 11s,WAT-001802,1-30 DPD,AGT-012,Nora Al-Khalid,Human,N/A,No Contact,0,3310,
CL-8209,2026-03-05 14:26:15,2026-03-05,14:26:15,Outbound,USER DID NOT ANSWER,0,0s,WAT-000432,NPA,AGT-012,Nora Al-Khalid,Human,N/A,No Contact,0,1207,
CL-8175,2026-03-05 15:35:57,2026-03-05,15:35:57,Outbound,NO CUSTOMER SPEECH,5,0m 5s,WAT-000182,Write-off,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,3253,
CL-8193,2026-03-05 16:14:01,2026-03-05,16:14:01,Outbound,FINISHED,13,0m 13s,WAT-004368,1-30 DPD,AI-BOT,AI Voice Bot,AI,Neutral,PTP Captured,500700,2398,6.2
CL-8202,2026-03-05 16:30:26,2026-03-05,16:30:26,Outbound,FINISHED,43,0m 43s,WAT-006712,1-30 DPD,AI-BOT,AI Voice Bot,AI,Neutral,PTP Captured,1004300,646,6.4
CL-8191,2026-03-05 17:07:47,2026-03-05,17:07:47,Outbound,NO CUSTOMER SPEECH,31,0m 31s,WAT-000946,61-90 DPD,AGT-003,Khaled Al-Otaibi,Human,N/A,No Contact,0,1218,
CL-8195,2026-03-05 17:11:24,2026-03-05,17:11:24,Outbound,USER DID NOT ANSWER,0,0s,WAT-007402,NPA,AGT-011,Turki Al-Harbi,Human,N/A,No Contact,0,1008,
CL-8201,2026-03-05 17:31:36,2026-03-05,17:31:36,Outbound,NO CUSTOMER SPEECH,11,0m 11s,WAT-002239,NPA,AGT-024,Mohammed Al-Zahrani,Human,N/A,No Contact,0,1166,
CL-8197,2026-03-05 17:52:11,2026-03-05,17:52:11,Outbound,DECLINED BY USER,4,0m 4s,WAT-000685,61-90 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,6469,
CL-8171,2026-03-05 17:53:41,2026-03-05,17:53:41,Outbound,FINISHED,41,0m 41s,WAT-007143,1-30 DPD,AI-BOT,AI Voice Bot,AI,Positive,PTP Captured,715500,1143,8.7
CL-8172,2026-03-05 18:17:04,2026-03-05,18:17:04,Outbound,NO CUSTOMER SPEECH,28,0m 28s,WAT-009698,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1243,
CL-8188,2026-03-05 18:57:12,2026-03-05,18:57:12,Outbound,NO CUSTOMER SPEECH,1,0m 1s,WAT-000215,1-30 DPD,AGT-008,Hessa Al-Ghamdi,Human,N/A,No Contact,0,975,
CL-8211,2026-03-05 19:02:31,2026-03-05,19:02:31,Outbound,NO CUSTOMER SPEECH,14,0m 14s,WAT-003948,1-30 DPD,AGT-021,Bandar Al-Qahtani,Human,N/A,No Contact,0,1781,
CL-8181,2026-03-05 19:19:49,2026-03-05,19:19:49,Outbound,NO CUSTOMER SPEECH,37,0m 37s,WAT-002771,31-60 DPD,AGT-011,Turki Al-Harbi,Human,N/A,No Contact,0,1763,
CL-8178,2026-03-05 19:25:49,2026-03-05,19:25:49,Outbound,USER DID NOT ANSWER,0,0s,WAT-001925,1-30 DPD,AGT-008,Hessa Al-Ghamdi,Human,N/A,No Contact,0,3524,
CL-8198,2026-03-05 19:35:40,2026-03-05,19:35:40,Outbound,NO CUSTOMER SPEECH,37,0m 37s,WAT-006938,61-90 DPD,AGT-024,Mohammed Al-Zahrani,Human,N/A,No Contact,0,2881,
CL-8206,2026-03-05 19:46:26,2026-03-05,19:46:26,Outbound,DECLINED BY USER,38,0m 38s,WAT-006843,1-30 DPD,AGT-012,Nora Al-Khalid,Human,N/A,No Contact,0,1134,
CL-8208,2026-03-05 20:18:37,2026-03-05,20:18:37,Outbound,USER DID NOT ANSWER,0,0s,WAT-009279,31-60 DPD,AGT-012,Nora Al-Khalid,Human,N/A,No Contact,0,3668,
CL-8200,2026-03-05 21:09:18,2026-03-05,21:09:18,Outbound,NO CUSTOMER SPEECH,0,0s,WAT-004562,1-30 DPD,AGT-021,Bandar Al-Qahtani,Human,N/A,No Contact,0,801,
CL-8203,2026-03-05 21:51:17,2026-03-05,21:51:17,Web,FINISHED,92,1m 32s,WAT-002551,31-60 DPD,AI-BOT,AI Voice Bot,AI,Positive,Dispute,0,1856,8.6
CL-8242,2026-03-06 08:01:47,2026-03-06,08:01:47,Outbound,FINISHED,125,2m 5s,WAT-006404,61-90 DPD,AGT-003,Khaled Al-Otaibi,Human,Positive,PTP Captured,1142500,1019,7.3
CL-8238,2026-03-06 08:03:19,2026-03-06,08:03:19,Outbound,USER DID NOT ANSWER,0,0s,WAT-002044,61-90 DPD,AGT-024,Mohammed Al-Zahrani,Human,N/A,No Contact,0,1999,
CL-8217,2026-03-06 08:35:11,2026-03-06,08:35:11,Outbound,FINISHED,210,3m 30s,WAT-003192,31-60 DPD,AI-BOT,AI Voice Bot,AI,Neutral,PTP Captured,133400,769,4.7
CL-8227,2026-03-06 08:38:38,2026-03-06,08:38:38,Outbound,USER DID NOT ANSWER,0,0s,WAT-003147,1-30 DPD,AGT-007,Faisal Al-Rashidi,Human,N/A,No Contact,0,5324,
CL-8215,2026-03-06 08:56:05,2026-03-06,08:56:05,Outbound,NO CUSTOMER SPEECH,17,0m 17s,WAT-009348,31-60 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,747,
CL-8232,2026-03-06 09:39:41,2026-03-06,09:39:41,Outbound,DECLINED BY USER,35,0m 35s,WAT-006858,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1373,
CL-8237,2026-03-06 10:19:19,2026-03-06,10:19:19,Outbound,USER DID NOT ANSWER,0,0s,WAT-006948,1-30 DPD,AGT-012,Nora Al-Khalid,Human,N/A,No Contact,0,1047,
CL-8224,2026-03-06 10:20:40,2026-03-06,10:20:40,Outbound,USER DID NOT ANSWER,0,0s,WAT-000238,31-60 DPD,AGT-024,Mohammed Al-Zahrani,Human,N/A,No Contact,0,3427,
CL-8246,2026-03-06 10:25:50,2026-03-06,10:25:50,Outbound,DECLINED BY USER,27,0m 27s,WAT-004061,Write-off,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,3100,
CL-8253,2026-03-06 10:39:09,2026-03-06,10:39:09,Web,USER DID NOT ANSWER,0,0s,WAT-000621,61-90 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1481,
CL-8219,2026-03-06 10:40:43,2026-03-06,10:40:43,Outbound,USER DID NOT ANSWER,0,0s,WAT-009783,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,444,
CL-8248,2026-03-06 11:27:42,2026-03-06,11:27:42,Outbound,FINISHED,34,0m 34s,WAT-004707,NPA,AI-BOT,AI Voice Bot,AI,Neutral,PTP Captured,342500,2140,4.9
CL-8244,2026-03-06 11:59:26,2026-03-06,11:59:26,Outbound,NO CUSTOMER SPEECH,31,0m 31s,WAT-003101,Write-off,AGT-008,Hessa Al-Ghamdi,Human,N/A,No Contact,0,2343,
CL-8226,2026-03-06 12:31:37,2026-03-06,12:31:37,Outbound,DECLINED BY USER,28,0m 28s,WAT-000527,61-90 DPD,AGT-024,Mohammed Al-Zahrani,Human,N/A,No Contact,0,867,
CL-8251,2026-03-06 13:22:02,2026-03-06,13:22:02,Outbound,FINISHED,10,0m 10s,WAT-005528,31-60 DPD,AI-BOT,AI Voice Bot,AI,Neutral,PTP Captured,740000,1201,5.9
CL-8216,2026-03-06 13:27:23,2026-03-06,13:27:23,Outbound,NO CUSTOMER SPEECH,41,0m 41s,WAT-001782,31-60 DPD,AGT-008,Hessa Al-Ghamdi,Human,N/A,No Contact,0,892,
CL-8239,2026-03-06 13:45:54,2026-03-06,13:45:54,Outbound,DECLINED BY USER,21,0m 21s,WAT-002880,61-90 DPD,AGT-012,Nora Al-Khalid,Human,N/A,No Contact,0,2242,
CL-8240,2026-03-06 14:08:31,2026-03-06,14:08:31,Outbound,USER DID NOT ANSWER,0,0s,WAT-009074,NPA,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,3307,
CL-8225,2026-03-06 14:11:02,2026-03-06,14:11:02,Outbound,FINISHED,32,0m 32s,WAT-001325,31-60 DPD,AGT-008,Hessa Al-Ghamdi,Human,Neutral,No PTP,0,3490,5.6
CL-8252,2026-03-06 15:01:16,2026-03-06,15:01:16,Outbound,FINISHED,19,0m 19s,WAT-005663,61-90 DPD,AI-BOT,AI Voice Bot,AI,Neutral,No PTP,0,1987,5.8
CL-8257,2026-03-06 15:24:06,2026-03-06,15:24:06,Outbound,NO CUSTOMER SPEECH,27,0m 27s,WAT-009749,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,4453,
CL-8250,2026-03-06 15:33:20,2026-03-06,15:33:20,Outbound,DECLINED BY USER,1,0m 1s,WAT-007742,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,2529,
CL-8213,2026-03-06 16:22:23,2026-03-06,16:22:23,Outbound,FINISHED,71,1m 11s,WAT-004149,31-60 DPD,AI-BOT,AI Voice Bot,AI,Positive,Broken PTP,0,2883,7.4
CL-8247,2026-03-06 16:25:33,2026-03-06,16:25:33,Outbound,NO CUSTOMER SPEECH,29,0m 29s,WAT-007840,31-60 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,904,
CL-8236,2026-03-06 16:26:05,2026-03-06,16:26:05,Outbound,NO CUSTOMER SPEECH,6,0m 6s,WAT-006940,61-90 DPD,AGT-008,Hessa Al-Ghamdi,Human,N/A,No Contact,0,791,
CL-8214,2026-03-06 16:41:22,2026-03-06,16:41:22,Outbound,NO CUSTOMER SPEECH,28,0m 28s,WAT-008073,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,911,
CL-8262,2026-03-06 16:43:08,2026-03-06,16:43:08,Outbound,USER DID NOT ANSWER,0,0s,WAT-000822,1-30 DPD,AGT-012,Nora Al-Khalid,Human,N/A,No Contact,0,4433,
CL-8233,2026-03-06 16:45:51,2026-03-06,16:45:51,Outbound,FINISHED,109,1m 49s,WAT-000660,31-60 DPD,AI-BOT,AI Voice Bot,AI,Neutral,Broken PTP,0,2478,7.3
CL-8220,2026-03-06 16:58:22,2026-03-06,16:58:22,Outbound,NO CUSTOMER SPEECH,17,0m 17s,WAT-007839,NPA,AGT-003,Khaled Al-Otaibi,Human,N/A,No Contact,0,4920,
CL-8234,2026-03-06 17:07:34,2026-03-06,17:07:34,Outbound,NO CUSTOMER SPEECH,7,0m 7s,WAT-006156,61-90 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1611,
CL-8221,2026-03-06 17:08:13,2026-03-06,17:08:13,Outbound,USER DID NOT ANSWER,0,0s,WAT-009831,Write-off,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,6105,
CL-8241,2026-03-06 17:18:12,2026-03-06,17:18:12,Outbound,DECLINED BY USER,28,0m 28s,WAT-000155,Write-off,AGT-003,Khaled Al-Otaibi,Human,N/A,No Contact,0,625,
CL-8249,2026-03-06 17:40:01,2026-03-06,17:40:01,Outbound,USER DID NOT ANSWER,0,0s,WAT-003511,NPA,AGT-012,Nora Al-Khalid,Human,N/A,No Contact,0,881,
CL-8228,2026-03-06 18:14:30,2026-03-06,18:14:30,Outbound,USER DID NOT ANSWER,0,0s,WAT-009475,1-30 DPD,AGT-007,Faisal Al-Rashidi,Human,N/A,No Contact,0,1256,
CL-8258,2026-03-06 18:32:20,2026-03-06,18:32:20,Outbound,DECLINED BY USER,44,0m 44s,WAT-000078,NPA,AGT-012,Nora Al-Khalid,Human,N/A,No Contact,0,8133,
CL-8255,2026-03-06 18:36:54,2026-03-06,18:36:54,Outbound,NO CUSTOMER SPEECH,15,0m 15s,WAT-004445,31-60 DPD,AGT-012,Nora Al-Khalid,Human,N/A,No Contact,0,4130,
CL-8235,2026-03-06 18:53:54,2026-03-06,18:53:54,Outbound,FINISHED,50,0m 50s,WAT-001787,NPA,AGT-008,Hessa Al-Ghamdi,Human,Positive,No PTP,0,836,7.1
CL-8229,2026-03-06 19:01:04,2026-03-06,19:01:04,Outbound,USER DID NOT ANSWER,0,0s,WAT-003355,NPA,AGT-011,Turki Al-Harbi,Human,N/A,No Contact,0,2952,
CL-8245,2026-03-06 19:04:05,2026-03-06,19:04:05,Outbound,USER DID NOT ANSWER,0,0s,WAT-005541,31-60 DPD,AGT-007,Faisal Al-Rashidi,Human,N/A,No Contact,0,620,
CL-8254,2026-03-06 19:34:14,2026-03-06,19:34:14,Outbound,USER DID NOT ANSWER,0,0s,WAT-002466,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1618,
CL-8259,2026-03-06 20:07:46,2026-03-06,20:07:46,Outbound,DECLINED BY USER,28,0m 28s,WAT-004216,31-60 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,2860,
CL-8222,2026-03-06 20:16:44,2026-03-06,20:16:44,Outbound,USER DID NOT ANSWER,0,0s,WAT-001603,Write-off,AGT-008,Hessa Al-Ghamdi,Human,N/A,No Contact,0,1410,
CL-8223,2026-03-06 20:19:37,2026-03-06,20:19:37,Web,USER DID NOT ANSWER,0,0s,WAT-008011,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1179,
CL-8260,2026-03-06 21:02:50,2026-03-06,21:02:50,Outbound,DECLINED BY USER,29,0m 29s,WAT-003655,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,705,
CL-8230,2026-03-06 21:31:59,2026-03-06,21:31:59,Outbound,USER DID NOT ANSWER,0,0s,WAT-002708,1-30 DPD,AGT-008,Hessa Al-Ghamdi,Human,N/A,No Contact,0,731,
CL-8256,2026-03-06 21:34:55,2026-03-06,21:34:55,Outbound,FINISHED,33,0m 33s,WAT-005272,61-90 DPD,AGT-008,Hessa Al-Ghamdi,Human,Positive,No PTP,0,1558,8.7
CL-8243,2026-03-06 21:35:52,2026-03-06,21:35:52,Outbound,NO CUSTOMER SPEECH,17,0m 17s,WAT-008597,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,393,
CL-8218,2026-03-06 21:39:14,2026-03-06,21:39:14,Outbound,FINISHED,11,0m 11s,WAT-000230,1-30 DPD,AGT-021,Bandar Al-Qahtani,Human,Negative,No PTP,0,486,1.7
CL-8231,2026-03-06 21:54:55,2026-03-06,21:54:55,Outbound,DECLINED BY USER,33,0m 33s,WAT-004874,61-90 DPD,AGT-007,Faisal Al-Rashidi,Human,N/A,No Contact,0,879,
