date,day_type,week_number,dpd_bucket,channel,template_name,attempt_count,success_count,success_pct
2026-04-21,Weekday,3,>91 DPD,IVR,NPA_Offer_EN,12242,2434,0.198824
2026-04-21,Weekday,3,>91 DPD,NABA,NPA_Offer_EN,882,873,0.989796
2026-04-21,Weekday,3,Write-off,SMS,Write_Off_EN,1557,,
2026-04-21,Weekday,3,Write-off,Push,Write_Off_EN,3077,,
2026-04-21,Weekday,3,Write-off,IVR,Write_Off_EN,8614,1469,0.170536
2026-04-21,Weekday,3,Write-off,NABA,Write_Off_EN,808,765,0.946782
2026-04-22,Weekday,4,1-30 DPD,SMS,Bucket1_EN,2785,,
2026-04-22,Weekday,4,1-30 DPD,Push,Bucket1_EN,8068,,
2026-04-22,Weekday,4,1-30 DPD,IVR,Due_Reminder_EN,15346,5118,0.333507
2026-04-22,Weekday,4,1-30 DPD,NABA,Bucket1_EN,443,441,0.995485
2026-04-22,Weekday,4,31-60 DPD,SMS,Bucket2_EN,1309,,
2026-04-22,Weekday,4,31-60 DPD,Push,Bucket2_EN,4765,,
2026-04-22,Weekday,4,31-60 DPD,IVR,Due_Reminder_EN,8075,2395,0.296594
2026-04-22,Weekday,4,31-60 DPD,NABA,Bucket2_EN,247,246,0.995951
2026-04-22,Weekday,4,61-90 DPD,SMS,PKT3_PreLegal_EN,716,,
2026-04-22,Weekday,4,61-90 DPD,Push,PKT3_PreLegal_EN,1927,,
2026-04-22,Weekday,4,61-90 DPD,IVR,LPC_EN,3995,1130,0.282854
2026-04-22,Weekday,4,61-90 DPD,NABA,PKT3_PreLegal_EN,328,326,0.993902
2026-04-22,Weekday,4,>91 DPD,SMS,NPA_Offer_EN,1594,,
2026-04-22,Weekday,4,>91 DPD,Push,NPA_Offer_EN,5607,,
2026-04-22,Weekday,4,>91 DPD,IVR,NPA_Offer_EN,12209,2438,0.199689
2026-04-22,Weekday,4,>91 DPD,NABA,NPA_Offer_EN,1032,1021,0.989341
2026-04-22,Weekday,4,Write-off,SMS,Write_Off_EN,1513,,
2026-04-22,Weekday,4,Write-off,Push,Write_Off_EN,3139,,
2026-04-22,Weekday,4,Write-off,IVR,Write_Off_EN,10594,1819,0.171701
2026-04-22,Weekday,4,Write-off,NABA,Write_Off_EN,977,924,0.945752
2026-04-23,Weekday,4,1-30 DPD,SMS,Bucket1_EN,2231,,
2026-04-23,Weekday,4,1-30 DPD,Push,Due_Reminder_EN,7270,,
2026-04-23,Weekday,4,1-30 DPD,IVR,Due_Reminder_EN,13212,4674,0.353769
2026-04-23,Weekday,4,1-30 DPD,NABA,Bucket1_EN,430,428,0.995349
2026-04-23,Weekday,4,31-60 DPD,SMS,Bucket2_EN,1302,,
2026-04-23,Weekday,4,31-60 DPD,Push,Bucket2_EN,4083,,
2026-04-23,Weekday,4,31-60 DPD,IVR,Due_Reminder_EN,7873,2254,0.286295
2026-04-23,Weekday,4,31-60 DPD,NABA,Bucket2_EN,249,248,0.995984
2026-04-23,Weekday,4,61-90 DPD,SMS,PKT3_PreLegal_EN,633,,
2026-04-23,Weekday,4,61-90 DPD,Push,PKT3_PreLegal_EN,2198,,
2026-04-23,Weekday,4,61-90 DPD,IVR,LPC_EN,3984,1045,0.262299
2026-04-23,Weekday,4,61-90 DPD,NABA,PKT3_PreLegal_EN,355,353,0.994366
2026-04-23,Weekday,4,>91 DPD,SMS,NPA_Offer_EN,1899,,
2026-04-23,Weekday,4,>91 DPD,Push,NPA_Offer_EN,5120,,
2026-04-23,Weekday,4,>91 DPD,IVR,NPA_Offer_EN,12072,2459,0.203694
2026-04-23,Weekday,4,>91 DPD,NABA,NPA_Offer_EN,1003,994,0.991027
2026-04-23,Weekday,4,Write-off,SMS,Write_Off_EN,1746,,
2026-04-23,Weekday,4,Write-off,Push,Write_Off_EN,3010,,
2026-04-23,Weekday,4,Write-off,IVR,Write_Off_EN,8954,1637,0.182823
2026-04-23,Weekday,4,Write-off,NABA,Write_Off_EN,847,803,0.948052
2026-04-24,Weekend,4,1-30 DPD,IVR,Due_Reminder_EN,4390,1482,0.337585
2026-04-24,Weekend,4,31-60 DPD,IVR,Due_Reminder_EN,2749,872,0.317206
2026-04-24,Weekend,4,61-90 DPD,IVR,LPC_EN,1165,303,0.260086
2026-04-24,Weekend,4,>91 DPD,IVR,NPA_Offer_EN,3844,804,0.209157
2026-04-24,Weekend,4,Write-off,IVR,Write_Off_EN,3167,511,0.161351
2026-04-25,Weekend,4,1-30 DPD,IVR,Due_Reminder_EN,5003,1699,0.339596
2026-04-25,Weekend,4,31-60 DPD,IVR,Due_Reminder_EN,2279,686,0.301009
2026-04-25,Weekend,4,61-90 DPD,IVR,LPC_EN,1204,327,0.271595
2026-04-25,Weekend,4,>91 DPD,IVR,NPA_Offer_EN,3582,697,0.194584
2026-04-25,Weekend,4,Write-off,IVR,Write_Off_EN,3543,595,0.167937
2026-04-26,Weekday,4,1-30 DPD,SMS,Bucket1_EN,2585,,
2026-04-26,Weekday,4,1-30 DPD,Push,Bucket1_EN,8153,,
2026-04-26,Weekday,4,1-30 DPD,IVR,Due_Reminder_EN,12685,4794,0.377927
2026-04-26,Weekday,4,1-30 DPD,NABA,Bucket1_EN,509,507,0.996071
2026-04-26,Weekday,4,31-60 DPD,SMS,Bucket2_EN,1469,,
2026-04-26,Weekday,4,31-60 DPD,Push,Bucket2_EN,4818,,
2026-04-26,Weekday,4,31-60 DPD,IVR,Due_Reminder_EN,6644,1889,0.284317
2026-04-26,Weekday,4,31-60 DPD,NABA,Bucket2_EN,263,262,0.996198
2026-04-26,Weekday,4,61-90 DPD,SMS,PKT3_PreLegal_EN,610,,
2026-04-26,Weekday,4,61-90 DPD,Push,PKT3_PreLegal_EN,1946,,
2026-04-26,Weekday,4,61-90 DPD,IVR,LPC_EN,3969,1054,0.265558
2026-04-26,Weekday,4,61-90 DPD,NABA,PKT3_PreLegal_EN,319,317,0.99373
2026-04-26,Weekday,4,>91 DPD,SMS,NPA_Offer_EN,1864,,
2026-04-26,Weekday,4,>91 DPD,Push,NPA_Offer_EN,4654,,
2026-04-26,Weekday,4,>91 DPD,IVR,NPA_Offer_EN,11406,2224,0.194985
2026-04-26,Weekday,4,>91 DPD,NABA,NPA_Offer_EN,869,860,0.989643
2026-04-26,Weekday,4,Write-off,SMS,Write_Off_EN,1575,,
2026-04-26,Weekday,4,Write-off,Push,Write_Off_EN,3297,,
2026-04-26,Weekday,4,Write-off,IVR,Write_Off_EN,10117,1636,0.161708
2026-04-26,Weekday,4,Write-off,NABA,Write_Off_EN,849,804,0.946996
2026-04-27,Weekday,4,1-30 DPD,SMS,Bucket1_EN,2272,,
2026-04-27,Weekday,4,1-30 DPD,Push,Due_Reminder_EN,7672,,
2026-04-27,Weekday,4,1-30 DPD,IVR,Due_Reminder_EN,13180,4589,0.348179
2026-04-27,Weekday,4,1-30 DPD,NABA,Bucket1_EN,505,503,0.99604
2026-04-27,Weekday,4,31-60 DPD,SMS,Bucket2_EN,1426,,
2026-04-27,Weekday,4,31-60 DPD,Push,Bucket2_EN,4525,,
2026-04-27,Weekday,4,31-60 DPD,IVR,Due_Reminder_EN,7949,2214,0.278526
2026-04-27,Weekday,4,31-60 DPD,NABA,Bucket2_EN,267,266,0.996255
2026-04-27,Weekday,4,61-90 DPD,SMS,PKT3_PreLegal_EN,616,,
2026-04-27,Weekday,4,61-90 DPD,Push,PKT3_PreLegal_EN,2082,,
2026-04-27,Weekday,4,61-90 DPD,IVR,LPC_EN,3801,992,0.260984
2026-04-27,Weekday,4,61-90 DPD,NABA,PKT3_PreLegal_EN,350,348,0.994286
2026-04-27,Weekday,4,>91 DPD,SMS,NPA_Offer_EN,1713,,
2026-04-27,Weekday,4,>91 DPD,Push,NPA_Offer_EN,5319,,
2026-04-27,Weekday,4,>91 DPD,IVR,NPA_Offer_EN,11832,2573,0.217461
2026-04-27,Weekday,4,>91 DPD,NABA,NPA_Offer_EN,930,921,0.990323
2026-04-27,Weekday,4,Write-off,SMS,Write_Off_EN,1629,,
2026-04-27,Weekday,4,Write-off,Push,Write_Off_EN,2675,,
2026-04-27,Weekday,4,Write-off,IVR,Write_Off_EN,9917,1646,0.165978
2026-04-27,Weekday,4,Write-off,NABA,Write_Off_EN,863,817,0.946698
2026-04-28,Weekday,4,1-30 DPD,SMS,Due_Reminder_EN,2599,,
2026-04-28,Weekday,4,1-30 DPD,Push,Bucket1_EN,6728,,
2026-04-28,Weekday,4,1-30 DPD,IVR,Due_Reminder_EN,13201,4830,0.365881
2026-04-28,Weekday,4,1-30 DPD,NABA,Bucket1_EN,489,487,0.99591
2026-04-28,Weekday,4,31-60 DPD,SMS,Bucket2_EN,1322,,
2026-04-28,Weekday,4,31-60 DPD,Push,Bucket2_EN,4684,,
2026-04-28,Weekday,4,31-60 DPD,IVR,Due_Reminder_EN,8062,2520,0.312578
2026-04-28,Weekday,4,31-60 DPD,NABA,Bucket2_EN,223,222,0.995516
2026-04-28,Weekday,4,61-90 DPD,SMS,PKT3_PreLegal_EN,602,,
2026-04-28,Weekday,4,61-90 DPD,Push,PKT3_PreLegal_EN,2202,,
2026-04-28,Weekday,4,61-90 DPD,IVR,LPC_EN,3670,976,0.26594
2026-04-28,Weekday,4,61-90 DPD,NABA,PKT3_PreLegal_EN,327,326,0.996942
2026-04-28,Weekday,4,>91 DPD,SMS,NPA_Offer_EN,1825,,
2026-04-28,Weekday,4,>91 DPD,Push,NPA_Offer_EN,5594,,
2026-04-28,Weekday,4,>91 DPD,IVR,NPA_Offer_EN,10204,1988,0.194826
2026-04-28,Weekday,4,>91 DPD,NABA,NPA_Offer_EN,906,896,0.988962
2026-04-28,Weekday,4,Write-off,SMS,Write_Off_EN,1725,,
2026-04-28,Weekday,4,Write-off,Push,Write_Off_EN,3255,,
2026-04-28,Weekday,4,Write-off,IVR,Write_Off_EN,10254,1724,0.16813
2026-04-28,Weekday,4,Write-off,NABA,Write_Off_EN,949,898,0.946259
2026-04-29,Weekday,4,1-30 DPD,SMS,Bucket1_EN,2363,,
2026-04-29,Weekday,4,1-30 DPD,Push,Due_Reminder_EN,7112,,
2026-04-29,Weekday,4,1-30 DPD,IVR,Due_Reminder_EN,13971,4829,0.345645
2026-04-29,Weekday,4,1-30 DPD,NABA,Bucket1_EN,459,457,0.995643
2026-04-29,Weekday,4,31-60 DPD,SMS,Bucket2_EN,1511,,
2026-04-29,Weekday,4,31-60 DPD,Push,Bucket2_EN,4690,,
2026-04-29,Weekday,4,31-60 DPD,IVR,Due_Reminder_EN,7230,2310,0.319502
2026-04-29,Weekday,4,31-60 DPD,NABA,Bucket2_EN,236,235,0.995763
2026-04-29,Weekday,4,61-90 DPD,SMS,PKT3_PreLegal_EN,612,,
2026-04-29,Weekday,4,61-90 DPD,Push,PKT3_PreLegal_EN,1970,,
2026-04-29,Weekday,4,61-90 DPD,IVR,LPC_EN,3568,1004,0.28139
2026-04-29,Weekday,4,61-90 DPD,NABA,PKT3_PreLegal_EN,397,395,0.994962
2026-04-29,Weekday,4,>91 DPD,SMS,NPA_Offer_EN,1743,,
2026-04-29,Weekday,4,>91 DPD,Push,NPA_Offer_EN,5161,,
2026-04-29,Weekday,4,>91 DPD,IVR,NPA_Offer_EN,11143,2228,0.199946
2026-04-29,Weekday,4,>91 DPD,NABA,NPA_Offer_EN,1024,1014,0.990234
2026-04-29,Weekday,4,Write-off,SMS,Write_Off_EN,1562,,
2026-04-29,Weekday,4,Write-off,Push,Write_Off_EN,2807,,
2026-04-29,Weekday,4,Write-off,IVR,Write_Off_EN,9649,1625,0.168411
2026-04-29,Weekday,4,Write-off,NABA,Write_Off_EN,923,874,0.946912
2026-04-30,Weekday,4,1-30 DPD,SMS,Bucket1_EN,2658,,
2026-04-30,Weekday,4,1-30 DPD,Push,Bucket1_EN,6494,,
2026-04-30,Weekday,4,1-30 DPD,IVR,Due_Reminder_EN,15485,5621,0.362996
2026-04-30,Weekday,4,1-30 DPD,NABA,Bucket1_EN,459,457,0.995643
2026-04-30,Weekday,4,31-60 DPD,SMS,Bucket2_EN,1492,,
2026-04-30,Weekday,4,31-60 DPD,Push,Bucket2_EN,4883,,
2026-04-30,Weekday,4,31-60 DPD,IVR,Due_Reminder_EN,7284,2078,0.285283
2026-04-30,Weekday,4,31-60 DPD,NABA,Bucket2_EN,229,228,0.995633
2026-04-30,Weekday,4,61-90 DPD,SMS,PKT3_PreLegal_EN,603,,
2026-04-30,Weekday,4,61-90 DPD,Push,PKT3_PreLegal_EN,2128,,
2026-04-30,Weekday,4,61-90 DPD,IVR,LPC_EN,3942,1003,0.254439
2026-04-30,Weekday,4,61-90 DPD,NABA,PKT3_PreLegal_EN,370,368,0.994595
2026-04-30,Weekday,4,>91 DPD,SMS,NPA_Offer_EN,1592,,
2026-04-30,Weekday,4,>91 DPD,Push,NPA_Offer_EN,5156,,
2026-04-30,Weekday,4,>91 DPD,IVR,NPA_Offer_EN,11382,2293,0.201458
2026-04-30,Weekday,4,>91 DPD,NABA,NPA_Offer_EN,1002,993,0.991018
2026-04-30,Weekday,4,Write-off,SMS,Write_Off_EN,1819,,
2026-04-30,Weekday,4,Write-off,Push,Write_Off_EN,2992,,
2026-04-30,Weekday,4,Write-off,IVR,Write_Off_EN,10446,1701,0.162837
2026-04-30,Weekday,4,Write-off,NABA,Write_Off_EN,986,933,0.946247
